Team,Year,Sport,Gold,Silver,Bronze
United States,1920,Rowing,12,5,0
United States,1920,Rugby,16,0,0
United States,1920,Shooting,46,8,10
United States,1920,Swimming,14,5,3
United States,1920,Wrestling,1,2,3
United States,1924,Athletics,18,15,15
United States,1924,Boxing,2,2,2
United States,1924,Diving,4,4,3
United States,1924,Equestrianism,0,0,1
United States,1924,Figure Skating,0,1,0
United States,1924,Gymnastics,1,0,0
United States,1924,Ice Hockey,0,9,0
United States,1924,Polo,0,4,0
United States,1924,Rowing,11,1,8
United States,1924,Rugby,19,0,0
United States,1924,Shooting,14,2,5
United States,1924,Ski Jumping,0,0,1
United States,1924,Speed Skating,1,0,0
United States,1924,Swimming,16,5,5
United States,1924,Tennis,2,0,0
United States,1924,Water Polo,0,0,9
United States,1924,Wrestling,4,1,1
United States,1928,Athletics,15,11,8
United States,1928,Boxing,0,2,1
United States,1928,Diving,4,3,2
United States,1928,Fencing,0,0,1
United States,1928,Figure Skating,0,0,1
United States,1928,Rowing,11,5,2
United States,1928,Skeleton,1,1,0
United States,1928,Speed Skating,0,0,1
United States,1928,Swimming,16,2,3
United States,1928,Wrestling,1,1,0
United States,1932,Art Competitions,3,4,0
United States,1932,Athletics,25,13,6
United States,1932,Boxing,2,0,3
United States,1932,Diving,4,4,4
United States,1932,Equestrianism,3,2,4
United States,1932,Fencing,0,1,12
United States,1932,Figure Skating,0,0,1
United States,1932,Gymnastics,5,10,5
United States,1932,Hockey,0,0,14
United States,1932,Ice Hockey,0,14,0
United States,1932,Modern Pentathlon,0,0,1
United States,1932,Rowing,14,1,0
United States,1932,Speed Skating,4,1,0
United States,1932,Swimming,8,5,3
United States,1932,Water Polo,0,0,7
United States,1932,Weightlifting,0,0,2
United States,1932,Wrestling,3,2,0
United States,1936,Art Competitions,0,1,0
United States,1936,Athletics,20,10,4
United States,1936,Basketball,14,0,0
United States,1936,Boxing,0,1,1
United States,1936,Canoeing,0,0,1
United States,1936,Diving,4,4,2
United States,1936,Equestrianism,0,1,0
United States,1936,Ice Hockey,0,0,11
United States,1936,Modern Pentathlon,0,1,0
United States,1936,Rowing,9,0,1
United States,1936,Speed Skating,0,0,1
United States,1936,Swimming,2,8,7
United States,1936,Weightlifting,1,0,0
United States,1936,Wrestling,1,3,0
United States,1948,Alpine Skiing,1,1,0
United States,1948,Athletics,18,5,10
United States,1948,Basketball,14,0,0
United States,1948,Boxing,0,1,0
United States,1948,Canoeing,2,3,0
United States,1948,Diving,4,4,2
United States,1948,Equestrianism,3,4,0
United States,1948,Fencing,0,0,6
United States,1948,Figure Skating,1,0,0
United States,1948,Gymnastics,0,0,8
United States,1948,Modern Pentathlon,0,1,0
United States,1948,Rowing,14,0,4
United States,1948,Sailing,0,1,0
United States,1948,Shooting,1,1,0
United States,1948,Skeleton,0,1,0
United States,1948,Speed Skating,0,2,0
United States,1948,Swimming,18,6,1
United States,1948,Weightlifting,4,3,1
United States,1948,Wrestling,2,1,1
United States,1952,Alpine Skiing,2,0,0
United States,1952,Athletics,21,13,6
United States,1952,Basketball,14,0,0
United States,1952,Boxing,5,0,0
United States,1952,Canoeing,1,0,0
United States,1952,Diving,4,2,3
United States,1952,Equestrianism,0,0,6
United States,1952,Figure Skating,1,1,1
United States,1952,Ice Hockey,0,15,0
United States,1952,Rowing,11,0,5
United States,1952,Shooting,1,0,1
United States,1952,Speed Skating,1,1,0
United States,1952,Swimming,11,2,6
United States,1952,Weightlifting,4,2,0
United States,1952,Wrestling,1,2,1
United States,1956,Athletics,22,10,8
United States,1956,Basketball,12,0,0
United States,1956,Boxing,2,1,0
United States,1956,Diving,3,4,2
United States,1956,Figure Skating,2,2,1
United States,1956,Ice Hockey,0,17,0
United States,1956,Modern Pentathlon,0,3,0
United States,1956,Rowing,14,6,1
United States,1956,Sailing,0,0,1
United States,1956,Shooting,0,0,1
United States,1956,Swimming,2,15,5
United States,1956,Weightlifting,4,2,1
United States,1956,Wrestling,0,1,1
United States,1960,Alpine Skiing,0,3,0
United States,1960,Athletics,18,8,6
United States,1960,Basketball,12,0,0
United States,1960,Boxing,3,0,1
United States,1960,Diving,2,4,0
United States,1960,Equestrianism,0,3,0
United States,1960,Fencing,0,0,1
United States,1960,Figure Skating,2,0,1
United States,1960,Ice Hockey,17,0,0
United States,1960,Modern Pentathlon,0,0,4
United States,1960,Rowing,4,0,3
United States,1960,Shooting,1,1,0
United States,1960,Speed Skating,0,1,1
United States,1960,Swimming,34,3,3
United States,1960,Weightlifting,1,4,1
United States,1960,Wrestling,3,0,0
United States,1964,Alpine Skiing,0,2,2
United States,1964,Athletics,20,10,3
United States,1964,Basketball,12,0,0
United States,1964,Boxing,1,0,3
United States,1964,Canoeing,0,2,1
United States,1964,Diving,3,2,3
United States,1964,Equestrianism,0,4,0
United States,1964,Figure Skating,0,0,1
United States,1964,Judo,0,0,1
United States,1964,Modern Pentathlon,0,3,0
United States,1964,Rowing,12,2,5
United States,1964,Sailing,0,1,0
United States,1964,Shooting,2,2,3
United States,1964,Speed Skating,1,0,0
United States,1964,Swimming,45,8,8
United States,1964,Weightlifting,0,1,1
United States,1964,Wrestling,0,0,1
United States,1968,Athletics,24,6,7
United States,1968,Basketball,12,0,0
United States,1968,Boxing,2,1,4
United States,1968,Diving,2,0,4
United States,1968,Equestrianism,1,4,1
United States,1968,Figure Skating,1,1,0
United States,1968,Rowing,0,2,2
United States,1968,Sailing,5,0,0
United States,1968,Shooting,1,2,0
United States,1968,Speed Skating,0,4,1
United States,1968,Swimming,52,15,16
United States,1968,Weightlifting,0,0,1
United States,1968,Wrestling,0,2,0
United States,1972,Alpine Skiing,1,0,1
United States,1972,Archery,2,0,0
United States,1972,Athletics,9,11,8
United States,1972,Basketball,0,12,0
United States,1972,Boxing,1,0,3
United States,1972,Canoeing,0,0,1
United States,1972,Diving,1,1,1
United States,1972,Equestrianism,0,8,1
United States,1972,Figure Skating,0,0,1
United States,1972,Ice Hockey,0,17,0
United States,1972,Rowing,0,9,0
United States,1972,Sailing,3,0,5
United States,1972,Shooting,2,2,0
United States,1972,Speed Skating,2,1,1
United States,1972,Swimming,48,14,12
United States,1972,Water Polo,0,0,11
United States,1972,Wrestling,3,2,1
United States,1976,Alpine Skiing,0,0,1
United States,1976,Archery,2,0,0
United States,1976,Athletics,12,11,8
United States,1976,Basketball,12,12,0
United States,1976,Boxing,5,1,1
United States,1976,Cross Country Skiing,0,1,0
United States,1976,Diving,2,1,2
United States,1976,Equestrianism,5,1,3
United States,1976,Figure Skating,1,0,0
United States,1976,Gymnastics,0,0,1
United States,1976,Judo,0,0,1
United States,1976,Rowing,0,3,9
United States,1976,Sailing,0,5,2
United States,1976,Shooting,2,1,0
United States,1976,Speed Skating,2,2,2
United States,1976,Swimming,29,19,7
United States,1976,Weightlifting,0,1,0
United States,1976,Wrestling,1,3,2
United States,1980,Alpine Skiing,0,1,0
United States,1980,Figure Skating,0,1,1
United States,1980,Ice Hockey,19,0,0
United States,1980,Speed Skating,5,2,1
United States,1984,Alpine Skiing,3,2,0
United States,1984,Archery,1,1,0
United States,1984,Athletics,32,15,9
United States,1984,Basketball,24,0,0
United States,1984,Boxing,9,1,1
United States,1984,Canoeing,0,0,1
United States,1984,Cycling,4,7,5
United States,1984,Diving,2,3,3
United States,1984,Equestrianism,9,2,0
United States,1984,Fencing,0,0,1
United States,1984,Figure Skating,1,1,0
United States,1984,Gymnastics,10,10,6
United States,1984,Hockey,0,0,16
United States,1984,Judo,0,1,1
United States,1984,Modern Pentathlon,0,3,0
United States,1984,Rowing,11,24,3
United States,1984,Sailing,7,6,0
United States,1984,Shooting,3,1,2
United States,1984,Swimming,50,13,0
United States,1984,Synchronized Swimming,3,0,0
United States,1984,Volleyball,12,12,0
United States,1984,Water Polo,0,13,0
United States,1984,Weightlifting,0,1,1
United States,1984,Wrestling,9,3,1
United States,1988,Archery,1,3,3
United States,1988,Athletics,22,12,6
United States,1988,Basketball,12,0,12
United States,1988,Boxing,3,3,2
United States,1988,Canoeing,3,0,0
United States,1988,Cycling,0,0,1
United States,1988,Diving,2,1,2
United States,1988,Equestrianism,0,5,0
United States,1988,Figure Skating,1,0,1
United States,1988,Gymnastics,0,0,1
United States,1988,Judo,0,1,1
United States,1988,Rowing,0,5,9
United States,1988,Sailing,2,5,3
United States,1988,Shooting,0,1,0
United States,1988,Speed Skating,1,1,1
United States,1988,Swimming,24,12,9
United States,1988,Synchronized Swimming,0,3,0
United States,1988,Tennis,4,1,2
United States,1988,Volleyball,12,0,0
United States,1988,Water Polo,0,13,0
United States,1988,Wrestling,2,1,3
United States,1992,Alpine Skiing,0,2,0
United States,1992,Athletics,25,13,10
United States,1992,Basketball,12,0,12
United States,1992,Boxing,1,1,1
United States,1992,Canoeing,0,0,2
United States,1992,Cycling,0,0,2
United States,1992,Diving,1,1,1
United States,1992,Equestrianism,0,0,5
United States,1992,Figure Skating,1,1,1
United States,1992,Freestyle Skiing,1,0,1
United States,1992,Gymnastics,1,2,8
United States,1992,Judo,0,1,0
United States,1992,Rowing,0,8,2
United States,1992,Sailing,2,11,3
United States,1992,Shooting,1,1,0
United States,1992,Short Track Speed Skating,1,4,0
United States,1992,Speed Skating,2,0,0
United States,1992,Swimming,35,9,12
United States,1992,Synchronized Swimming,3,0,0
United States,1992,Tennis,3,0,1
United States,1992,Volleyball,0,0,24
United States,1992,Wrestling,3,3,2
United States,1994,Alpine Skiing,2,2,0
United States,1994,Figure Skating,0,1,0
United States,1994,Freestyle Skiing,0,1,0
United States,1994,Short Track Speed Skating,1,4,5
United States,1994,Speed Skating,3,0,0
United States,1996,Archery,4,0,0
United States,1996,Athletics,25,9,5
United States,1996,Baseball,0,0,20
United States,1996,Basketball,24,0,0
United States,1996,Boxing,1,0,5
United States,1996,Canoeing,0,1,0
United States,1996,Cycling,0,2,1
United States,1996,Diving,0,0,2
United States,1996,Equestrianism,0,8,5
United States,1996,Football,15,0,0
United States,1996,Gymnastics,8,2,1
United States,1996,Judo,0,0,1
United States,1996,Rowing,0,8,4
United States,1996,Sailing,0,0,4
United States,1996,Shooting,1,1,1
United States,1996,Softball,15,0,0
United States,1996,Swimming,47,11,2
United States,1996,Synchronized Swimming,10,0,0
United States,1996,Tennis,4,0,0
United States,1996,Wrestling,3,4,1
United States,1998,Alpine Skiing,1,0,0
United States,1998,Figure Skating,1,1,0
United States,1998,Freestyle Skiing,3,0,0
United States,1998,Ice Hockey,20,0,0
United States,1998,Snowboarding,0,0,2
United States,1998,Speed Skating,0,1,1
United States,2000,Archery,0,1,3
United States,2000,Athletics,16,4,8
United States,2000,Baseball,24,0,0
United States,2000,Basketball,23,0,0
United States,2000,Boxing,0,2,2
United States,2000,Cycling,1,1,0
United States,2000,Diving,1,0,0
United States,2000,Equestrianism,1,0,8
United States,2000,Football,0,13,0
United States,2000,Gymnastics,0,0,6
United States,2000,Modern Pentathlon,0,1,0
United States,2000,Rowing,0,2,4
United States,2000,Sailing,2,4,2
United States,2000,Shooting,1,0,2
United States,2000,Softball,15,0,0
United States,2000,Swimming,37,18,11
United States,2000,Taekwondo,1,0,0
United States,2000,Tennis,3,0,1
United States,2000,Water Polo,0,13,0
United States,2000,Weightlifting,1,0,1
United States,2000,Wrestling,2,2,3
United States,2002,Alpine Skiing,0,2,0
United States,2002,Figure Skating,1,0,2
United States,2002,Freestyle Skiing,0,3,0
United States,2002,Ice Hockey,0,43,0
United States,2002,Short Track Speed Skating,1,1,1
United States,2002,Skeleton,2,1,0
United States,2002,Snowboarding,2,1,2
United States,2002,Speed Skating,3,1,4
United States,2004,Athletics,18,15,5
United States,2004,Basketball,12,0,12
United States,2004,Boxing,1,0,1
United States,2004,Canoeing,0,1,0
United States,2004,Cycling,0,2,0
United States,2004,Equestrianism,4,2,9
United States,2004,Fencing,1,0,1
United States,2004,Football,17,0,0
United States,2004,Gymnastics,2,16,1
United States,2004,Judo,0,0,1
United States,2004,Rowing,9,9,0
United States,2004,Sailing,2,2,0
United States,2004,Shooting,2,1,0
United States,2004,Softball,15,0,0
United States,2004,Swimming,30,22,13
United States,2004,Synchronized Swimming,0,0,11
United States,2004,Taekwondo,1,1,0
United States,2004,Tennis,0,1,0
United States,2004,Triathlon,0,0,1
United States,2004,Water Polo,0,0,12
United States,2004,Wrestling,1,3,2
United States,2006,Alpine Skiing,2,0,0
United States,2006,Curling,0,0,4
United States,2006,Figure Skating,0,1,0
United States,2006,Freestyle Skiing,0,0,1
United States,2006,Ice Hockey,0,0,20
United States,2006,Short Track Speed Skating,1,0,5
United States,2006,Snowboarding,3,3,1
United States,2006,Speed Skating,3,3,1
United States,2008,Athletics,16,10,6
United States,2008,Baseball,0,0,24
United States,2008,Basketball,24,0,0
United States,2008,Boxing,0,0,1
United States,2008,Cycling,1,1,3
United States,2008,Equestrianism,4,1,1
United States,2008,Fencing,1,8,4
United States,2008,Football,17,0,0
United States,2008,Gymnastics,2,11,7
United States,2008,Judo,0,0,1
United States,2008,Rowing,9,1,9
United States,2008,Sailing,1,1,0
United States,2008,Shooting,2,2,2
United States,2008,Softball,0,15,0
United States,2008,Swimming,31,21,16
United States,2008,Taekwondo,0,1,2
United States,2008,Volleyball,12,12,0
United States,2008,Water Polo,0,26,0
United States,2008,Wrestling,1,0,2
United States,2010,Alpine Skiing,2,3,3
United States,2010,Figure Skating,1,0,0
United States,2010,Freestyle Skiing,1,1,2
United States,2010,Ice Hockey,0,43,0
United States,2010,Nordic Combined,1,6,0
United States,2010,Short Track Speed Skating,0,2,12
United States,2010,Snowboarding,2,1,2
United States,2010,Speed Skating,1,5,1
United States,2012,Archery,0,3,0
United States,2012,Athletics,19,16,7
United States,2012,Basketball,24,0,0
United States,2012,Boxing,1,0,1
United States,2012,Cycling,1,5,1
United States,2012,Diving,1,2,4
United States,2012,Fencing,0,0,4
United States,2012,Football,17,0,0
United States,2012,Gymnastics,7,1,2
United States,2012,Judo,1,0,1
United States,2012,Rowing,9,0,8
United States,2012,Shooting,3,0,1
United States,2012,Swimming,41,16,11
United States,2012,Taekwondo,0,0,2
United States,2012,Tennis,1,0,0
United States,2012,Volleyball,0,12,0
United States,2012,Water Polo,12,0,0
United States,2012,Wrestling,2,0,2
United States,2014,Alpine Skiing,2,1,2
United States,2014,Figure Skating,0,0,8
United States,2014,Freestyle Skiing,3,2,2
United States,2014,Ice Hockey,0,20,0
United States,2014,Luge,0,0,1
United States,2014,Short Track Speed Skating,0,4,0
United States,2014,Skeleton,0,1,1
United States,2014,Snowboarding,3,0,2
United States,2016,Archery,0,3,1
United States,2016,Athletics,27,10,9
United States,2016,Basketball,24,0,0
United States,2016,Boxing,1,1,1
United States,2016,Cycling,2,6,0
United States,2016,Diving,0,4,1
United States,2016,Equestrianism,0,4,5
United States,2016,Fencing,0,2,8
United States,2016,Golf,0,0,1
United States,2016,Gymnastics,8,6,2
United States,2016,Judo,1,1,0
United States,2016,Rowing,9,1,0
United States,2016,Sailing,0,0,1
United States,2016,Shooting,1,0,2
United States,2016,Swimming,48,14,9
United States,2016,Taekwondo,0,0,1
United States,2016,Triathlon,1,0,0
United States,2016,Volleyball,0,0,24
United States,2016,Water Polo,13,0,0
United States,2016,Weightlifting,0,0,1
United States,2016,Wrestling,2,0,1
United States Golf Association-3,1904,Golf,0,0,10
United States Virgin Islands,1988,Sailing,0,1,0
United States-1,1904,Tennis,2,0,0
United States-1,1924,Tennis,4,0,0
United States-1,1928,Bobsleigh,0,5,0
United States-1,1932,Bobsleigh,6,0,0
United States-1,1932,Figure Skating,0,2,0
United States-1,1936,Bobsleigh,2,0,0
United States-1,1948,Bobsleigh,0,0,4
United States-1,1952,Bobsleigh,0,6,0
United States-1,1952,Figure Skating,0,2,0
United States-1,1956,Bobsleigh,0,0,4
United States-1,1960,Figure Skating,0,0,2
United States-1,1964,Figure Skating,0,0,2
United States-1,1976,Figure Skating,0,0,2
United States-1,1984,Figure Skating,0,2,0
United States-1,1988,Figure Skating,0,0,2
United States-1,1992,Canoeing,2,0,0
United States-1,1996,Beach Volleyball,2,0,0
United States-1,1998,Luge,0,2,0
United States-1,2000,Beach Volleyball,2,0,0
United States-1,2002,Bobsleigh,0,4,0
United States-1,2002,Luge,0,0,2
United States-1,2004,Beach Volleyball,2,0,0
United States-1,2006,Bobsleigh,0,2,0
United States-1,2006,Figure Skating,0,2,0
United States-1,2008,Beach Volleyball,4,0,0
United States-1,2008,Tennis,0,0,2
United States-1,2010,Bobsleigh,4,0,0
United States-1,2010,Figure Skating,0,2,0
United States-1,2012,Beach Volleyball,2,0,0
United States-1,2012,Tennis,4,0,2
United States-1,2014,Bobsleigh,0,2,6
United States-1,2014,Figure Skating,2,0,0
United States-1,2016,Beach Volleyball,0,0,2
United States-1,2016,Tennis,0,2,0
United States-2,1904,Tennis,0,2,0
United States-2,1924,Tennis,2,2,0
United States-2,1928,Bobsleigh,5,0,0
United States-2,1932,Bobsleigh,0,4,2
United States-2,1936,Bobsleigh,0,0,2
United States-2,1948,Bobsleigh,4,0,2
United States-2,1996,Beach Volleyball,0,2,0
United States-2,1998,Luge,0,0,2
United States-2,2002,Bobsleigh,2,0,4
United States-2,2002,Luge,0,2,0
United States-2,2004,Beach Volleyball,0,0,2
United States-2,2008,Tennis,2,0,0
United States-2,2010,Bobsleigh,0,0,2
United States-2,2012,Beach Volleyball,0,2,0
United States-2,2014,Bobsleigh,0,0,2
United States-2,2016,Tennis,2,0,2
United States-3,1904,Tennis,0,0,2
United States-4,1904,Tennis,0,0,2
United States/France,1900,Tennis,0,2,0
United States/Great Britain,1900,Tennis,0,0,2
Univ. of Brussels,1900,Football,0,0,11
Upton Park FC,1900,Football,11,0,0
Uruguay,1924,Football,14,0,0
Uruguay,1928,Football,17,0,0
Uruguay,1932,Rowing,0,0,1
Uruguay,1948,Rowing,0,1,2
Uruguay,1952,Basketball,0,0,12
Uruguay,1952,Rowing,0,0,2
Uruguay,1956,Basketball,0,0,12
Uruguay,1964,Boxing,0,0,1
Uruguay,2000,Cycling,0,1,0
Uzbekistan,1994,Freestyle Skiing,1,0,0
Uzbekistan,1996,Boxing,0,0,1
Uzbekistan,1996,Judo,0,1,0
Uzbekistan,2000,Boxing,1,0,2
Uzbekistan,2000,Wrestling,0,1,0
Uzbekistan,2004,Boxing,0,0,2
Uzbekistan,2004,Wrestling,2,1,0
Uzbekistan,2008,Gymnastics,0,0,1
Uzbekistan,2008,Judo,0,1,1
Uzbekistan,2008,Trampolining,0,0,1
Uzbekistan,2008,Wrestling,1,1,0
Uzbekistan,2012,Boxing,0,0,1
Uzbekistan,2012,Judo,0,0,1
Uzbekistan,2012,Wrestling,1,0,0
Uzbekistan,2016,Boxing,3,2,2
Uzbekistan,2016,Judo,0,0,2
Uzbekistan,2016,Weightlifting,1,0,0
Uzbekistan,2016,Wrestling,0,0,3
Venezuela,1952,Athletics,0,0,1
Venezuela,1960,Shooting,0,0,1
Venezuela,1968,Boxing,1,0,0
Venezuela,1976,Boxing,0,1,0
Venezuela,1980,Boxing,0,1,0
Venezuela,1984,Boxing,0,0,2
Venezuela,1984,Swimming,0,0,1
Venezuela,2004,Taekwondo,0,0,1
Venezuela,2004,Weightlifting,0,0,1
Venezuela,2008,Taekwondo,0,0,1
Venezuela,2012,Fencing,1,0,0
Venezuela,2016,Athletics,0,1,0
Venezuela,2016,Boxing,0,0,1
Venezuela,2016,Cycling,0,0,1
Venilia,1960,Sailing,0,0,3
Vesper Boat Club,1900,Rowing,9,0,0
Vesper Boat Club,1904,Rowing,9,0,0
Vietnam,2000,Taekwondo,0,1,0
Vietnam,2008,Weightlifting,0,1,0
Vietnam,2016,Shooting,1,1,0
Vinga-1,1908,Sailing,0,5,0
Vision,1956,Sailing,0,4,0
Wales-4,1908,Hockey,0,0,11
Wannsee,1936,Sailing,2,0,0
Web II,1960,Sailing,0,3,0
West Germany,1968,Athletics,1,4,6
West Germany,1968,Boxing,0,0,1
West Germany,1968,Canoeing,2,2,0
West Germany,1968,Cycling,0,5,0
West Germany,1968,Equestrianism,3,1,4
West Germany,1968,Luge,0,1,1
West Germany,1968,Nordic Combined,1,0,0
West Germany,1968,Rowing,10,1,0
West Germany,1968,Sailing,0,2,0
West Germany,1968,Shooting,1,1,1
West Germany,1968,Speed Skating,1,0,0
West Germany,1968,Swimming,0,0,5
West Germany,1968,Wrestling,0,0,1
West Germany,1972,Athletics,9,3,8
West Germany,1972,Boxing,1,0,1
West Germany,1972,Canoeing,0,2,2
West Germany,1972,Cycling,5,0,1
West Germany,1972,Equestrianism,5,3,5
West Germany,1972,Hockey,18,0,0
West Germany,1972,Judo,0,1,1
West Germany,1972,Rowing,5,0,4
West Germany,1972,Sailing,0,0,4
West Germany,1972,Shooting,1,0,0
West Germany,1972,Speed Skating,2,0,0
West Germany,1972,Swimming,0,6,12
West Germany,1972,Weightlifting,0,1,0
West Germany,1972,Wrestling,0,1,1
West Germany,1976,Alpine Skiing,2,1,0
West Germany,1976,Athletics,1,7,7
West Germany,1976,Boxing,0,0,1
West Germany,1976,Cycling,5,0,0
West Germany,1976,Equestrianism,4,9,2
West Germany,1976,Fencing,6,6,0
West Germany,1976,Gymnastics,0,0,1
West Germany,1976,Ice Hockey,0,0,18
West Germany,1976,Judo,0,1,0
West Germany,1976,Luge,0,1,1
West Germany,1976,Nordic Combined,0,1,0
West Germany,1976,Rowing,0,1,9
West Germany,1976,Sailing,4,0,2
West Germany,1976,Shooting,1,1,1
West Germany,1976,Swimming,0,0,7
West Germany,1976,Wrestling,0,0,2
West Germany,1980,Alpine Skiing,0,2,0
West Germany,1980,Biathlon,0,0,4
West Germany,1980,Figure Skating,0,0,1
West Germany,1980,Luge,0,0,1
West Germany,1984,Athletics,4,2,10
West Germany,1984,Biathlon,1,1,4
West Germany,1984,Boxing,0,0,1
West Germany,1984,Canoeing,1,1,2
West Germany,1984,Cycling,1,2,5
West Germany,1984,Equestrianism,4,0,8
West Germany,1984,Fencing,10,7,0
West Germany,1984,Handball,0,15,0
West Germany,1984,Hockey,0,32,0
West Germany,1984,Judo,1,0,2
West Germany,1984,Rhythmic Gymnastics,0,0,1
West Germany,1984,Rowing,4,1,2
West Germany,1984,Sailing,0,2,0
West Germany,1984,Shooting,0,1,0
West Germany,1984,Swimming,2,10,9
West Germany,1984,Water Polo,0,0,12
West Germany,1984,Weightlifting,2,0,1
West Germany,1984,Wrestling,1,2,0
West Germany,1988,Alpine Skiing,1,2,1
West Germany,1988,Athletics,0,1,8
West Germany,1988,Biathlon,0,4,0
West Germany,1988,Boxing,0,0,1
West Germany,1988,Cycling,0,2,2
West Germany,1988,Equestrianism,13,0,1
West Germany,1988,Fencing,7,11,1
West Germany,1988,Football,0,0,18
West Germany,1988,Hockey,0,16,0
West Germany,1988,Judo,0,2,0
West Germany,1988,Luge,0,1,0
West Germany,1988,Nordic Combined,3,0,0
West Germany,1988,Rowing,9,1,4
West Germany,1988,Shooting,1,1,1
West Germany,1988,Swimming,1,1,6
West Germany,1988,Tennis,1,0,2
West Germany,1988,Weightlifting,0,1,2
West Germany,1988,Wrestling,0,1,0
West Germany-1,1968,Bobsleigh,0,2,0
West Germany-1,1968,Figure Skating,0,0,2
West Germany-1,1968,Luge,0,0,2
West Germany-1,1972,Bobsleigh,0,2,4
West Germany-1,1972,Canoeing,0,2,0
West Germany-1,1976,Bobsleigh,0,2,4
West Germany-1,1976,Luge,0,2,0
West Germany-1,1984,Luge,2,0,0
West Germany-1,1988,Luge,0,0,2
West Germany-2,1972,Bobsleigh,2,0,0
West Indies Federation,1960,Athletics,0,0,5
Western Golf Association-1,1904,Golf,10,0,0
Western Rowing Club-3,1904,Rowing,0,0,6
White Lady,1964,Sailing,3,0,0
Widgeon,1964,Sailing,0,0,2
Willem-Six,1924,Sailing,0,0,3
